geometry_id,geometry
2808,"LINESTRING(1548604.491 969924.938,1551908.996 969663.875)"
2809,"LINESTRING(1556988.071 1003548.71,1559624.715 1003549.952)"
2810,"LINESTRING(1557040.333 1010197.866,1557202 1010193,1558769.562 1010148.709)"
2811,"LINESTRING(1559624.715 1003549.952,1563590.401 1003564.555)"
2812,"LINESTRING(1559688.324 1010122.38,1560286 1010102,1561287 1010099,1561915 1010105,1562342 1010193,1562779 1010275,1563185.46 1010426.659)"
2813,"LINESTRING(1559688.324 1010122.38,1558769.562 1010148.709)"
2814,"LINESTRING(1563628.414 1006153.44,1563667.046 1010082.096)"
2815,"LINESTRING(1563628.414 1006153.44,1563590.401 1003564.555)"
2816,"LINESTRING(1563667.046 1010082.096,1564235 1010090,1565150 1010025,1565364 1009986,1565429 1009941,1565508 1009889,1566029 1009534,1566030 1009534,1566296.496 1009352.668)"
2817,"LINESTRING(1563667.046 1010082.096,1563665 1010082,1563229.962 1010094.64)"
2818,"LINESTRING(1572905.338 1008901.051,1572911 1008900,1573057 1008884,1573247 1008866,1574246.766 1008875.137)"
2819,"LINESTRING(1572905.338 1008901.051,1571564.897 1008884.378)"
2820,"LINESTRING(1572998.156 1014175.192,1578293.352 1014152.524)"
2821,"LINESTRING(1572998.156 1014175.192,1572418 1014178,1572417.201 1014178.554)"
2822,"LINESTRING(1578219.957 1008861.676,1576361 1008875,1575907 1008880,1575815 1008866,1575554 1008853,1574913 1008803,1574847 1008929,1574626 1008897,1574439 1008867,1574246.766 1008875.137)"
2823,"LINESTRING(1545576.952 1035229.214,1549530.554 1035213.648)"
2824,"LINESTRING(1545576.952 1035229.214,1545538 1032893,1545538.81 1032893.52)"
2825,"LINESTRING(1549530.554 1035213.648,1554801.45 1035288.034)"
2826,"LINESTRING(1549530.554 1035213.648,1549508.455 1032755.948)"
2827,"LINESTRING(1545737.625 1045819.232,1549702.481 1045799.102)"
2828,"LINESTRING(1545737.625 1045819.232,1545770.175 1048461.975)"
2829,"LINESTRING(1545737.625 1045819.232,1539128.713 1045892.953)"
2830,"LINESTRING(1549702.481 1045799.102,1549726.948 1047076.959)"
2831,"LINESTRING(1549702.481 1045799.102,1550978 1045841,1551874 1045871,1552617 1045899,1553895 1045943,1554919.184 1045977.537)"
2832,"LINESTRING(1566296.496 1009352.668,1566341.47 1011477.865)"
2833,"LINESTRING(1566296.496 1009352.668,1566319.206 1008642.174)"
2834,"LINESTRING(1463788.153 1041543.417,1463794 1040558,1463815.975 1040296.059)"
2835,"LINESTRING(1566341.47 1011477.865,1566343.551 1011590.087)"
2836,"LINESTRING(1570244.69 1008868.185,1570301.959 1011543.163)"
2837,"LINESTRING(1570244.69 1008868.185,1569895 1008861,1569680 1008847,1569507 1008790,1569349 1008719,1569130 1008619,1568978 1008506,1568854 1008464,1568738 1008458,1568569 1008460,1568361 1008478,1568173 1008503,1568057.879 1008556.124)"
2838,"LINESTRING(1570244.69 1008868.185,1570196.854 1006222.884)"
2839,"LINESTRING(1570244.69 1008868.185,1571564.897 1008884.378)"
2840,"LINESTRING(1570301.959 1011543.163,1570341 1013376,1570344.449 1013533.557)"
2841,"LINESTRING(1578066.835 998299.875,1570906.744 998261.75)"
2842,"LINESTRING(1568057.879 1008556.124,1567912 1008607,1567884 1008610,1567717 1008649,1567628 1008651,1567563 1008646,1567446 1008643,1567118.613 1008620.742)"
2843,"LINESTRING(1545501.218 1032537.328,1545487.467 1032444.617)"
2844,"LINESTRING(1545501.218 1032537.328,1545538.81 1032893.52)"
2845,"LINESTRING(1545501.218 1032537.328,1543574 1032548,1543025 1032569,1542664 1032596,1542197 1032636,1541684 1032700,1541258 1032755,1540963 1032780,1540561 1032782,1540241 1032782,1540143 1032782,1539440 1032741,1538891.126 1032714.586)"
2846,"LINESTRING(1549502.71 1032495.805,1547444 1032511,1545501.218 1032537.328)"
2847,"LINESTRING(1549502.71 1032495.805,1549501.25 1032408.718)"
2848,"LINESTRING(1549502.71 1032495.805,1549508.455 1032755.948)"
2849,"LINESTRING(1545487.467 1032444.617,1547443 1032430,1549501.25 1032408.718)"
2850,"LINESTRING(1545487.467 1032444.617,1545525.613 1032097.349)"
2851,"LINESTRING(1549501.25 1032408.718,1554004.973 1032366.062)"
2852,"LINESTRING(1530083.658 1040679.254,1530740 1042525,1531611 1044959,1531979.719 1046004.826)"
2853,"LINESTRING(1530083.658 1040679.254,1529636 1039434,1529158.411 1038085.023)"
2854,"LINESTRING(1581298.947 1054010.788,1581292.238 1054727.833)"
2855,"LINESTRING(1581298.947 1054010.788,1581334.68 1053254.643)"
2856,"LINESTRING(1533614.135 1033555.595,1533644.738 1035393.897)"
2857,"LINESTRING(1533614.135 1033555.595,1533618.044 1032602.761)"
2858,"LINESTRING(1533644.738 1035393.897,1531937.26 1035416.012)"
2859,"LINESTRING(1533644.738 1035393.897,1538968.099 1035324.434)"
2860,"LINESTRING(1533224.184 1056578.319,1533642 1053889,1533642.784 1053882.84)"
2861,"LINESTRING(1533224.184 1056578.319,1533204.6 1056676.711)"
2862,"LINESTRING(1582236.429 1055651.381,1582796.345 1056170.529)"
2863,"LINESTRING(1582236.429 1055651.381,1581748.514 1055165.438)"
2864,"LINESTRING(1533649.144 1051245.221,1532845.853 1048605.321)"
2865,"LINESTRING(1533649.144 1051245.221,1533709 1051446,1533710 1051447,1533783 1051690,1533842 1051851,1533859 1051979,1533867 1052051,1533777 1052786,1533777 1052787,1533642.784 1053882.84)"
2866,"LINESTRING(1532845.853 1048605.321,1532663 1048021,1532180 1046575,1531979.719 1046004.826)"
2867,"LINESTRING(1528220.131 1035437.12,1528073.24 1035019.453)"
2868,"LINESTRING(1528220.131 1035437.12,1528221 1035441,1528361 1035827,1528363.319 1035833.348)"
2869,"LINESTRING(1528220.131 1035437.12,1527817.913 1035439.47)"
2870,"LINESTRING(1538942.775 1033657.713,1538968.099 1035324.434)"
2871,"LINESTRING(1538942.775 1033657.713,1538933.78 1032667.198)"
2872,"LINESTRING(1538968.099 1035324.434,1539040.485 1040582.744)"
2873,"LINESTRING(1528485.253 1046056.293,1531979.719 1046004.826)"
2874,"LINESTRING(1531979.719 1046004.826,1533798.746 1045978.209)"
2875,"LINESTRING(1515536.715 1034347.611,1515329.172 1034994.701)"
2876,"LINESTRING(1515536.715 1034347.611,1515375 1034304,1515142 1034239,1514996 1034216,1514897 1034215,1514812 1034229,1514678 1034266,1514159.911 1034426.183)"
2877,"LINESTRING(1515536.715 1034347.611,1515707.606 1033816.367)"
2878,"LINESTRING(1515329.172 1034994.701,1515327 1034999,1515173.71 1035505.622)"
2879,"LINESTRING(1527451.282 1033191.215,1528071 1035014,1528073.24 1035019.453)"
2880,"LINESTRING(1527451.282 1033191.215,1527347 1033214,1527276 1033211,1527203 1033205,1527150 1033191,1527096 1033160,1527054 1033123,1526950 1033009,1526900 1032957,1526842 1032906,1526786 1032863,1526716 1032822,1526641 1032790,1526566 1032764,1526471 1032746,1525737.596 1032715.606)"
2881,"LINESTRING(1527451.282 1033191.215,1527240.627 1032660.595)"
2882,"LINESTRING(1528363.319 1035833.348,1528378 1035875,1528902 1037329,1529139 1038032,1529158.411 1038085.023)"
2883,"LINESTRING(1514159.911 1034426.183,1512527.927 1035070.803)"
2884,"LINESTRING(1514470.191 1034238.663,1515606.911 1033805.799)"
2885,"LINESTRING(1514470.191 1034238.663,1515046 1033941,1515133 1033890,1515194 1033850,1515250 1033801,1515304 1033744,1515355 1033675,1515395 1033604,1515430 1033523,1515466 1033423,1515497 1033362,1515546 1033305,1515600 1033271,1515665 1033246,1515732 1033234,1515782 1033228,1515886.379 1033245.982)"
2886,"LINESTRING(1529042.833 1032660.917,1528339 1032740,1528244 1032758,1528140 1032787,1528037 1032827,1527921 1032884,1527451.282 1033191.215)"
2887,"LINESTRING(1529042.833 1032660.917,1527231.055 1032698.671)"
2888,"LINESTRING(1533587.432 1032641.564,1530432 1032662,1529042.833 1032660.917)"
2889,"LINESTRING(1528904.764 1032603.205,1530453 1032572,1533589.302 1032558.065)"
2890,"LINESTRING(1533589.302 1032558.065,1534569.032 1032550.148)"
2891,"LINESTRING(1516804.383 1033423.283,1516212 1033714,1516105 1033804,1516043 1033886,1515977 1033997,1515888 1034191,1515849 1034251,1515803 1034297,1515750 1034330,1515696 1034349,1515536.715 1034347.611)"
2892,"LINESTRING(1516804.383 1033423.283,1516722 1033456,1516626 1033493,1516522 1033532,1516412 1033575,1516296 1033620,1516173 1033669,1516043 1033721,1515907 1033777,1515764 1033835,1515615.455 1033895.309)"
2893,"LINESTRING(1525737.596 1032715.606,1523602 1032724,1522337 1032740,1521160 1032748,1520567 1032758,1520455 1032763,1520345 1032767,1520237 1032772,1520129 1032778,1520022 1032785,1519917 1032793,1519813 1032801,1519709 1032810,1519607 1032820,1519506 1032831,1519406 1032843,1519307 1032855,1519210 1032868,1519113 1032883,1519018 1032898,1518924 1032913,1518834 1032928,1518746 1032943,1518662 1032957,1518581 1032972,1518503 1032986,1518428 1033000,1518356 1033014,1518286 1033027,1518220 1033040,1518158 1033053,1518098 1033066,1518041 1033078,1517987 1033090,1517936 1033102,1517887 1033114,1517837 1033126,1517787 1033139,1517737 1033152,1517686 1033165,1517635 1033177,1517584 1033191,1517532 1033204,1517481 1033219,1517428 1033233,1517376 1033247,1517323 1033261,1517270 1033276,1517217 1033291,1517163 1033307,1517106 1033324,1517043 1033344,1516973 1033367,1516896 1033394,1516804.383 1033423.283)"
2894,"LINESTRING(1517044.312 1033263.311,1517154 1033223,1517273 1033188,1517392 1033153,1517511 1033120,1517628 1033088,1517745 1033057,1517861 1033028,1517976 1033000,1518090 1032974,1518204 1032949,1518316 1032925,1518427 1032902,1518538 1032881,1518648 1032861,1518756 1032843,1518864 1032825,1518971 1032809,1519077 1032795,1519182 1032781,1519287 1032769,1519390 1032757,1519493 1032746,1519595 1032736,1519696 1032726,1519796 1032718,1519896 1032710,1519995 1032703,1520093 1032697,1520190 1032692,1520286 1032687,1520382 1032684,1520476 1032681,1520569 1032677,1521159 1032668,1522336 1032659,1523602 1032643,1525333.558 1032633.467)"
2895,"LINESTRING(1525333.558 1032633.467,1525977 1032576,1526090 1032559,1526191 1032537,1526309 1032501,1526424 1032459,1526555 1032390,1527064.687 1032089.27)"
2896,"LINESTRING(1525333.558 1032633.467,1525947 1032642,1526454 1032634,1527245.166 1032619.692)"
2897,"LINESTRING(1516039.144 1032737.304,1515886.379 1033245.982)"
2898,"LINESTRING(1515615.455 1033895.309,1514159.911 1034426.183)"
2899,"LINESTRING(1515606.911 1033805.799,1515725 1033751,1515844 1033700,1515963 1033651,1516082 1033602,1516201 1033555,1516320 1033509,1516439 1033464,1516558 1033421,1516677 1033379,1516797 1033338,1516915 1033299,1517044.312 1033263.311)"
2900,"LINESTRING(1515886.379 1033245.982,1516111 1033312,1516273 1033354,1516355 1033372,1516447 1033375,1516529 1033370,1517044.312 1033263.311)"
2901,"LINESTRING(1515886.379 1033245.982,1515707.606 1033816.367)"
2902,"LINESTRING(1527064.687 1032089.27,1527110 1032087,1527181 1032091,1527237 1032100,1527295 1032116,1527348 1032145,1527396 1032188,1527569 1032368,1527633 1032421,1527704 1032472,1527774 1032507,1527851 1032537,1527929 1032558,1528904.764 1032603.205)"
2903,"LINESTRING(1527064.687 1032089.27,1527240.627 1032660.595)"
2904,"LINESTRING(1527245.166 1032619.692,1528904.764 1032603.205)"
2905,"LINESTRING(1527231.055 1032698.671,1526455 1032714,1525947 1032722,1525737.596 1032715.606)"
2906,"LINESTRING(1515214.469 1040728.074,1515155 1036155,1515166 1035527,1515173.71 1035505.622)"
2907,"LINESTRING(1562294.481 1013872.757,1563185.46 1010426.659)"
2908,"LINESTRING(1562294.481 1013872.757,1561442.089 1017352.15)"
2909,"LINESTRING(1566319.206 1008642.174,1567118.613 1008620.742)"
2910,"LINESTRING(1570196.854 1006222.884,1570174.069 1003561.3)"
2911,"LINESTRING(1515173.71 1035505.622,1516637 1035498,1523067.642 1035464.639)"
2912,"LINESTRING(1515173.71 1035505.622,1514879 1035627,1514634 1035727,1514634.017 1035728.281)"
2913,"LINESTRING(1523067.642 1035464.639,1525694.689 1035450.758)"
2914,"LINESTRING(1525694.689 1035450.758,1527765 1035439,1527817.913 1035439.47)"
2915,"LINESTRING(1561333.659 998241.5,1563526.936 998237.562)"
2916,"LINESTRING(1561333.659 998241.5,1559385.103 998234.938)"
2917,"LINESTRING(1579036.853 977748.938,1581539 971428,1581518 971071,1581845.005 970242.063)"
2918,"LINESTRING(1579036.853 977748.938,1578338.535 979630.438)"
2919,"LINESTRING(1538891.126 1032714.586,1538808 1032707,1538726 1032700,1538646 1032694,1538567 1032687,1538489 1032681,1538413 1032675,1538339 1032669,1538265 1032663,1538193 1032658,1538123 1032652,1538054 1032647,1537986 1032642,1537920 1032638,1537855 1032633,1537791.002 1032628.183)"
2920,"LINESTRING(1538895.504 1032631.043,1538970 1032630,1539445 1032662,1540146 1032703,1540319 1032702,1540319 1032702,1540561 1032702,1540960 1032700,1541249 1032675,1541674 1032621,1542189 1032556,1542657 1032516,1543020 1032489,1543572 1032468,1545487.467 1032444.617)"
2921,"LINESTRING(1538914.765 1031754.128,1538933.78 1032667.198)"
2922,"LINESTRING(1534393.276 1032633.387,1533587.432 1032641.564)"
2923,"LINESTRING(1537791.002 1032628.183,1537410 1032596,1537204 1032591,1536969 1032599,1536668 1032609,1536177 1032625,1535376 1032622,1535130 1032626,1534393.276 1032633.387)"
2924,"LINESTRING(1534569.032 1032550.148,1535129 1032545,1535375 1032542,1536176 1032545,1536666 1032529,1536966 1032518,1537203 1032511,1537315.291 1032513.554)"
2925,"LINESTRING(1537315.291 1032513.554,1537387 1032513,1537464 1032515,1537546 1032519,1537633 1032523,1537725 1032528,1537821 1032534,1537922 1032541,1538027 1032549,1538137 1032557,1538252 1032567,1538371 1032578,1538495 1032589,1538624 1032602,1538757 1032615,1538895.504 1032631.043)"
2926,"LINESTRING(1539040.485 1040582.744,1539128.713 1045892.953)"
2927,"LINESTRING(1539222.629 1053738.914,1539189.051 1050626.692)"
2928,"LINESTRING(1539166.333 1048516.293,1539128.713 1045892.953)"
2929,"LINESTRING(1539166.333 1048516.293,1539189.051 1050626.692)"
2930,"LINESTRING(1539128.713 1045892.953,1533798.746 1045978.209)"
2931,"LINESTRING(1569720.75 979667.75,1569753.234 982317.813)"
2932,"LINESTRING(1569720.75 979667.75,1569658 974378,1569658.149 974376.25)"
2933,"LINESTRING(1556969.027 985506.563,1557027 986319,1557070 986738,1557092 987007,1557097 987221,1557168 987560,1557205 987748,1557252 988025,1557276 988223,1557272 988875,1557276 989298,1557271 989482,1557263 989593,1557265 989663,1557271 989737,1557322 989852,1557486 990151,1557756 990551,1558316 991429,1558548 991788,1558548.995 991788.625)"
2934,"LINESTRING(1556969.027 985506.563,1557676.668 985017.5)"
2935,"LINESTRING(1558548.995 991788.625,1558970 992437,1559273 992908,1559273.644 992909.125)"
2936,"LINESTRING(1560515.097 984106.313,1560727 984493,1560859 984782,1560893 984864,1560914 984905,1560949 984954,1560989 985000,1561046 985035,1561147 985082,1561348 985315,1561348 985315,1561447 985430,1562107 986172,1562191 986255,1562250 986308,1562329 986326,1562650 986308,1563180 986313,1563244.668 988968.938)"
2937,"LINESTRING(1560515.097 984106.313,1560488 984115,1560487 984115,1560285 984181,1560105 984287,1559851 984428,1559731 984533,1559548 984664,1559403 984718,1559237 984742,1558931 984733,1558670 984718,1558668.151 984717)"
2938,"LINESTRING(1563244.668 988968.938,1564566.833 988954.5)"
2939,"LINESTRING(1564566.833 988954.5,1569865 988930,1569867.947 988930.375)"
2940,"LINESTRING(1569867.947 988930.375,1569753.234 982317.813)"
2941,"LINESTRING(1569867.947 988930.375,1569926.629 992912.188)"
2942,"LINESTRING(1569867.947 988930.375,1572179.401 988933.438)"
2943,"LINESTRING(1575186.388 987574.375,1578338.535 979630.438)"
2944,"LINESTRING(1575186.388 987574.375,1575131 987713,1575082 987836,1575058 987898,1575042 987937,1575023 987983,1575014 988004,1575005 988024,1574997 988041,1574988 988063,1574980 988085,1574970 988113,1574960 988139,1574946 988174,1574926 988208,1574906 988238,1574893 988253,1574867 988273,1574849 988291,1574823 988318,1574427.384 988322.813)"
2945,"LINESTRING(1575186.388 987574.375,1575107 987575)"
2946,"LINESTRING(1563590.401 1003564.555,1568767.606 1003559.674)"
2947,"LINESTRING(1563590.401 1003564.555,1563589 1003464,1563589.022 1003462.164)"
2948,"LINESTRING(1568767.606 1003559.674,1570174.069 1003561.3)"
2949,"LINESTRING(1568767.606 1003559.674,1569830.757 1000924.078)"
2950,"LINESTRING(1568767.606 1003559.674,1568214 1004906,1567421 1006791,1567119 1007533,1567119 1007539,1567119 1007541,1567119 1007917,1567119.273 1007919.141)"
2951,"LINESTRING(1564629.726 992938.75,1569926.629 992912.188)"
2952,"LINESTRING(1564629.726 992938.75,1561967 992953.063)"
2953,"LINESTRING(1569926.629 992912.188,1570008.835 998266.875)"
2954,"LINESTRING(1569926.629 992912.188,1573076.915 992903.063)"
2955,"LINESTRING(1562997.678 971720.375,1563127 971679,1563192 971657,1563268 971649,1563922 971633,1564351 971625,1564489 971675,1564544 971700,1564679 971747,1565775 971740,1568259.421 971713)"
2956,"LINESTRING(1562997.678 971720.375,1562827 971748,1562704 971781,1562575 971774,1562431 971782,1561811 971785,1559020.128 971798.188)"
2957,"LINESTRING(1568259.421 971713,1568088 971915,1567758 972280,1567324 972818,1566682 973611,1566085 974281,1565692 974750,1565317 975222,1565027 975580,1564736 975984,1564647 976113,1564553 976295,1564431 976547,1564410 976662,1564374 976775,1564341 976878,1564311 976985,1564274 977094,1564225 977228,1564192 977335,1564148 977430,1564090 977540,1563992 977693,1563721 977990,1563551 978117,1563318 978273,1563058.38 978488.188)"
2958,"LINESTRING(1568259.421 971713,1568366 971556,1568541 971309,1568743 971008,1568897 970793,1569008 970621,1569602.659 969687.875)"
2959,"LINESTRING(1563385.286 969121.062,1569994.758 969071.188)"
2960,"LINESTRING(1563385.286 969121.062,1558996.641 969155.25)"
2961,"LINESTRING(1569994.758 969071.188,1569602.659 969687.875)"
2962,"LINESTRING(1569994.758 969071.188,1572183 969072,1574738.019 969067.313)"
2963,"LINESTRING(1563058.38 978488.188,1562232 979104,1561336 979747,1560608 980324,1560405 980544,1560319 980709,1560186 980880,1560050 981110,1559681 981719,1559364 982251,1559115.686 982618.5)"
2964,"LINESTRING(1563526.936 998237.562,1570008.835 998266.875)"
2965,"LINESTRING(1563526.936 998237.562,1563589.022 1003462.164)"
2966,"LINESTRING(1570008.835 998266.875,1570906.744 998261.75)"
2967,"LINESTRING(1574427.384 988322.813,1574437 988955)"
2968,"LINESTRING(1558145.152 984253.625,1558315 983975,1558490.669 983652.813)"
2969,"LINESTRING(1558145.152 984253.625,1558056.807 984397.938)"
2970,"LINESTRING(1559030.226 972908.438,1559067.133 977085.125)"
2971,"LINESTRING(1559030.226 972908.438,1559030 972908,1559020.128 971798.188)"
2972,"LINESTRING(1551408.749 980810.062,1552426 981584,1552730 981819,1554055 982428,1554055 982428,1554060 982430,1554702 982454,1554850 982435,1555249 982333,1558490.669 983652.813)"
2973,"LINESTRING(1558490.669 983652.813,1558502 983630,1559115.686 982618.5)"
2974,"LINESTRING(1552145.853 971857.5,1551908.996 969663.875)"
2975,"LINESTRING(1559067.133 977085.125,1559115.686 982618.5)"
2976,"LINESTRING(1557676.668 985017.5,1557789 984834,1557874.167 984695.75)"
2977,"LINESTRING(1559020.128 971798.188,1559010.666 970709.75)"
2978,"LINESTRING(1553843.636 969177.688,1552224 969191,1551876 969226,1551908.996 969663.875)"
2979,"LINESTRING(1558996.641 969155.25,1559010.666 970709.75)"
2980,"LINESTRING(1558668.151 984717,1558518 984638,1558370.176 984561.5)"
2981,"LINESTRING(1558056.807 984397.938,1558066 984402,1558066 984403,1558204 984475,1558370.176 984561.5)"
2982,"LINESTRING(1558056.807 984397.938,1557972 984536,1557874.167 984695.75)"
2983,"LINESTRING(1559310.631 992966.5,1559358 995095,1559385.103 998234.938)"
2984,"LINESTRING(1559310.631 992966.5,1559273.644 992909.125)"
2985,"LINESTRING(1559310.631 992966.5,1561967 992953.063)"
2986,"LINESTRING(1559385.103 998234.938,1556909.016 998235.812)"
2987,"LINESTRING(1569602.659 969687.875,1569658.149 974376.25)"
2988,"LINESTRING(1574738.019 969067.313,1574878 969066,1574880.126 969066.875)"
2989,"LINESTRING(1574880.126 969066.875,1580160.162 969008.938)"
2990,"LINESTRING(1573624.651 1003591.165,1570174.069 1003561.3)"
2991,"LINESTRING(1573076.915 992903.063,1574240 992890,1575209.498 992876.375)"
2992,"LINESTRING(1573076.915 992903.063,1570906.744 998261.75)"
2993,"LINESTRING(1573076.915 992903.063,1573614.462 991575.625)"
2994,"LINESTRING(1570906.744 998261.75,1569830.757 1000924.078)"
2995,"LINESTRING(1572179.401 988933.438,1573703.167 988935.25)"
2996,"LINESTRING(1573614.462 991575.625,1573986 990601,1574094 990600,1574473.947 990594.063)"
2997,"LINESTRING(1573703.167 988935.25,1574437 988955)"
2998,"LINESTRING(1574473.947 990594.063,1574437 988955)"
2999,"LINESTRING(1570174.069 1003561.3,1570171 1001204,1570151 1000996,1570145 1000973,1570124 1000952,1570094 1000939,1570036 1000929,1569830.757 1000924.078)"
3000,"LINESTRING(1567119.273 1007919.141,1567118.613 1008620.742)"
3001,"LINESTRING(1560135.424 1051160.777,1560115.678 1048531.668)"
3002,"LINESTRING(1560115.678 1048531.668,1560088 1045904,1560088.583 1045892.851)"
3003,"LINESTRING(1566540.984 1027419.115,1567602 1027428,1570515.068 1027435.716)"
3004,"LINESTRING(1566540.984 1027419.115,1566450.619 1020177.011)"
3005,"LINESTRING(1566540.984 1027419.115,1566570 1029975,1566622.223 1033556.322)"
3006,"LINESTRING(1566540.984 1027419.115,1565194.951 1027407.263)"
3007,"LINESTRING(1570515.068 1027435.716,1575796.802 1027438.933)"
3008,"LINESTRING(1570515.068 1027435.716,1570406.281 1018688.32)"
3009,"LINESTRING(1570515.068 1027435.716,1570549.814 1030035.688)"
3010,"LINESTRING(1554775.323 1032906.945,1554775 1032907,1554801.45 1035288.034)"
3011,"LINESTRING(1554775.323 1032906.945,1554772.332 1032441.917)"
3012,"LINESTRING(1554801.45 1035288.034,1554872.297 1040654.614)"
3013,"LINESTRING(1554801.45 1035288.034,1557368.898 1035274.094)"
3014,"LINESTRING(1566436.201 1018145.722,1566450.619 1020177.011)"
3015,"LINESTRING(1566436.201 1018145.722,1565391 1018170,1565107.723 1018153.995)"
3016,"LINESTRING(1566436.201 1018145.722,1566989 1018132,1567468 1018123,1567729 1018114,1568335 1018249,1570406.281 1018688.32)"
3017,"LINESTRING(1566436.201 1018145.722,1566369.081 1013402.163)"
3018,"LINESTRING(1566622.223 1033556.322,1566632.569 1035301.645)"
3019,"LINESTRING(1566632.569 1035301.645,1566738.616 1035302.856)"
3020,"LINESTRING(1566632.569 1035301.645,1566648 1038632,1566648 1038634,1566650 1039116,1566649.177 1039122.957)"
3021,"LINESTRING(1566632.569 1035301.645,1565961.148 1035312.815)"
3022,"LINESTRING(1578506.096 1032563.297,1576778 1032351,1576524 1032318,1576283 1032288,1576057 1032261,1575844 1032237,1575645 1032217,1575459 1032200,1575288 1032186,1575130 1032175,1574987 1032167,1574850 1032163,1574715 1032163,1574582 1032166,1574450 1032173,1574319 1032184,1574189 1032199,1574061 1032217,1573935 1032239,1573809 1032264,1573685 1032294,1573562 1032327,1573441 1032364,1573321 1032404,1573202 1032448,1573085 1032496,1572969 1032546,1572857 1032595,1572746 1032644,1572639 1032691,1572534 1032739,1572432 1032786,1572332 1032832,1572235 1032877,1572141 1032922,1572049 1032967,1571960 1033011,1571874 1033055,1571790 1033098,1571709 1033140,1571630 1033182,1571554 1033222,1571481 1033260,1571410 1033296,1571342 1033330,1571276 1033361,1571212 1033390,1571152 1033416,1571094 1033441,1571038 1033463,1570985 1033483,1570934 1033501,1570886 1033516,1570841 1033529,1570798 1033540,1570628.262 1033572.047)"
3023,"LINESTRING(1578528.841 1035351.548,1575892.594 1035334.508)"
3024,"LINESTRING(1581188.867 1032956.034,1581186.213 1032820.49)"
3025,"LINESTRING(1566738.616 1035302.856,1570602 1035347,1570609.457 1035346.99)"
3026,"LINESTRING(1566487.638 1056476.611,1568080.134 1056483.462)"
3027,"LINESTRING(1565382.372 1045885.592,1568038.602 1045904.102)"
3028,"LINESTRING(1565382.372 1045885.592,1565354 1042303,1565354 1042301,1565350.768 1041886.242)"
3029,"LINESTRING(1565382.372 1045885.592,1560088.583 1045892.851)"
3030,"LINESTRING(1568038.602 1045904.102,1570610 1045922,1570662.992 1045922.309)"
3031,"LINESTRING(1565107.723 1018153.995,1565100 1018153,1564782 1018091,1563432 1017799,1561442.089 1017352.15)"
3032,"LINESTRING(1570621.776 1033581.992,1570609.457 1035346.99)"
3033,"LINESTRING(1570621.776 1033581.992,1570628.151 1033495.509)"
3034,"LINESTRING(1570609.457 1035346.99,1570644.478 1043022.038)"
3035,"LINESTRING(1570609.457 1035346.99,1575892.594 1035334.508)"
3036,"LINESTRING(1563185.46 1010426.659,1563680 1010582,1564898 1011041,1566343.551 1011590.087)"
3037,"LINESTRING(1563185.46 1010426.659,1563229.962 1010094.64)"
3038,"LINESTRING(1566343.551 1011590.087,1566369.081 1013402.163)"
3039,"LINESTRING(1566343.551 1011590.087,1567943 1012194,1568525 1012416,1568736 1012497,1568896 1012562,1569169 1012699,1569319 1012783,1569798 1013127,1570344.449 1013533.557)"
3040,"LINESTRING(1563888.274 1032683.404,1564002 1032746,1564112 1032806,1564218 1032867,1564319 1032927,1564415 1032988,1564507 1033048,1564594 1033108,1564676 1033167,1564753 1033227,1564826 1033287,1564894 1033346,1564958 1033405,1565017 1033464,1565071 1033522,1565121 1033581,1565167 1033638,1565212 1033694,1565255 1033749,1565296 1033802,1565335 1033853,1565373 1033903,1565409 1033951,1565443 1033998,1565475 1034043,1565505 1034086,1565534 1034128,1565561 1034168,1565586 1034207,1565610 1034244,1565632 1034280,1565653 1034315,1565675 1034349,1565698 1034384,1565996.115 1034871.232)"
3041,"LINESTRING(1563888.274 1032683.404,1564435 1032921,1564489 1032941,1564542 1032961,1564596 1032981,1564649 1033000,1564701 1033019,1564753 1033037,1564804 1033055,1564852.024 1033076.765)"
3042,"LINESTRING(1565996.115 1034871.232,1565947.847 1035214.569)"
3043,"LINESTRING(1559993.562 1033781.515,1559802 1033770,1559720 1033761,1559571 1033710,1559499 1033687,1559413 1033645,1559328 1033596,1559116 1033478,1559040 1033441,1558976 1033412,1558911 1033392,1558381.712 1033342.471)"
3044,"LINESTRING(1559993.562 1033781.515,1560006.781 1033353.764)"
3045,"LINESTRING(1560003.616 1035260.412,1559318.778 1035263.962)"
3046,"LINESTRING(1560003.616 1035260.412,1560003 1035420,1560003 1035473,1560015.929 1036589.474)"
3047,"LINESTRING(1560003.616 1035260.412,1560362.198 1035265.124)"
3048,"LINESTRING(1575906.973 1036672.644,1575949.819 1040633.134)"
3049,"LINESTRING(1575906.973 1036672.644,1575894 1035548,1575892.594 1035334.508)"
3050,"LINESTRING(1560077.487 1033394.159,1559753 1033397,1559605 1033393,1559464 1033388,1559330 1033383,1559203 1033379,1559084 1033374,1558971 1033370,1558865 1033365,1558766 1033360,1558674 1033356,1558590 1033351,1558512 1033347,1558442 1033342,1558381.712 1033342.471)"
