"Physical_Link_ID","Name","A_Node","B_Node","AB_Link","BA_Link","Grade","Geometry","Length","ROWWidth","Jurisdiction"
1748,NA,100706,103651,"100706 103651","103651 100706",0,"LINESTRING(1491063.7 1022966.938,1491054.205 1021171.411)",1795,NA,NA
1749,NA,100706,103904,"100706 103904","103904 100706",0,"LINESTRING(1491063.7 1022966.938,1491053 1022973,1488272 1024690,1485773.559 1026225.385)",6213,NA,NA
1750,NA,100707,100708,"100707 100708","100708 100707",0,"LINESTRING(1493264.374 1021592.076,1493807 1021258,1493930 1021182,1494260 1020979,1494374 1020910,1494641 1020746,1495153 1020407,1495162 1020402,1495277 1020326,1495561.368 1020156.182)",2708,NA,NA
1751,NA,100708,100709,"100708 100709","100709 100708",0,"LINESTRING(1495561.368 1020156.182,1496080.601 1020231.243)",524,NA,NA
1752,NA,100708,100715,"100708 100715","100715 100708",0,"LINESTRING(1495561.368 1020156.182,1496183.027 1019875.987)",681,NA,NA
1753,NA,100709,100710,"100709 100710","100710 100709",0,"LINESTRING(1496080.601 1020231.243,1496276.066 1020242.18)",195,NA,NA
1754,NA,100710,100712,"100710 100712","100712 100710",0,"LINESTRING(1496276.066 1020242.18,1496624.946 1020262.202)",349,NA,NA
1755,NA,100711,100712,"100711 100712","100712 100711",0,"LINESTRING(1496653.765 1021070.091,1496624.946 1020262.202)",808,NA,NA
1756,NA,100712,100713,"100712 100713","100713 100712",0,"LINESTRING(1496624.946 1020262.202,1496606.022 1020021.392)",241,NA,NA
1757,NA,100712,100727,"100712 100727","100727 100712",0,"LINESTRING(1496624.946 1020262.202,1497244.275 1019865.709)",735,NA,NA
1758,NA,100713,100714,"100713 100714","100714 100713",0,"LINESTRING(1496606.022 1020021.392,1496604.728 1019689.974)",331,NA,NA
1759,NA,100714,100715,"100714 100715","100715 100714",0,"LINESTRING(1496604.728 1019689.974,1496183.027 1019875.987)",460,NA,NA
1760,NA,100714,100774,"100714 100774","100774 100714",0,"LINESTRING(1496604.728 1019689.974,1496608.974 1015594.616)",4095,NA,NA
1761,NA,100714,101769,"100714 101769","101769 100714",0,"LINESTRING(1496604.728 1019689.974,1497127 1019393,1497213 1019336,1497279.572 1019292.351)",783,NA,NA
1762,NA,100716,100718,"100716 100718","100718 100716",0,"LINESTRING(1491045.393 1019831.95,1491000 1014723,1490970.369 1011286.917)",8545,NA,NA
1763,NA,100716,103651,"100716 103651","103651 100716",0,"LINESTRING(1491045.393 1019831.95,1491054.205 1021171.411)",1339,NA,NA
1764,NA,100716,103916,"100716 103916","103916 100716",0,"LINESTRING(1491045.393 1019831.95,1490600 1019948,1488399.788 1019995.23)",2650,NA,NA
1765,NA,100718,100720,"100718 100720","100720 100718",0,"LINESTRING(1490970.369 1011286.917,1490939.948 1006673.156)",4613,NA,NA
1766,NA,100718,100752,"100718 100752","100752 100718",0,"LINESTRING(1490970.369 1011286.917,1493516.833 1010085.942)",2815,NA,NA
1767,NA,100718,103602,"100718 103602","103602 100718",0,"LINESTRING(1490970.369 1011286.917,1488320.28 1012490.875)",2910,NA,NA
1768,NA,100720,100734,"100720 100734","100734 100720",0,"LINESTRING(1490939.948 1006673.156,1490886.398 1002705.726)",3967,NA,NA
1769,NA,100720,100766,"100720 100766","100766 100720",0,"LINESTRING(1490939.948 1006673.156,1491512 1006669,1496512.709 1006632.285)",5572,NA,NA
1770,NA,100720,103601,"100720 103601","103601 100720",0,"LINESTRING(1490939.948 1006673.156,1488278.073 1006740.143)",2662,NA,NA
1771,NA,100721,100722,"100721 100722","100722 100721",0,"LINESTRING(1496783.607 1006651.961,1497013 1006702,1497344 1006824,1497573 1006935,1497820.736 1007104.793)",1131,NA,NA
1772,NA,100721,100766,"100721 100766","100766 100721",0,"LINESTRING(1496783.607 1006651.961,1496512.709 1006632.285)",271,NA,NA
1773,NA,100722,100731,"100722 100731","100731 100722",0,"LINESTRING(1497820.736 1007104.793,1497822 1006720,1497797 1006151,1497822 1005218,1497824 1004104,1497830 1002662,1497829.949 1002657.992)",4446,NA,NA
1774,NA,100722,100771,"100722 100771","100771 100722",0,"LINESTRING(1497820.736 1007104.793,1498241 1007453,1498652 1007810,1498795.604 1007904.727)",1261,NA,NA
1775,NA,100723,100724,"100723 100724","100724 100723",0,"LINESTRING(1496585.816 1014062.315,1496629 1013839,1497425.462 1012705.777)",1595,NA,NA
1776,NA,100723,100773,"100723 100773","100773 100723",0,"LINESTRING(1496585.816 1014062.315,1496591.155 1014489.894)",427,NA,NA
1777,NA,100724,100725,"100724 100725","100725 100724",0,"LINESTRING(1497425.462 1012705.777,1498727 1009634,1499119.295 1008035.697)",4967,NA,NA
1778,NA,100725,100771,"100725 100771","100771 100725",0,"LINESTRING(1499119.295 1008035.697,1499026 1007999,1499026 1007998,1498840 1007925,1498839 1007924,1498806 1007911,1498795.604 1007904.727)",349,NA,NA
1779,NA,100725,102556,"100725 102556","102556 100725",0,"LINESTRING(1499119.295 1008035.697,1499435.169 1008163.901)",340,NA,NA
1780,NA,100726,100728,"100726 100728","100728 100726",0,"LINESTRING(1499714.168 1008276.763,1500879 1003877,1500895.273 1002467.752)",5927,NA,NA
1781,NA,100726,101753,"100726 101753","101753 100726",0,"LINESTRING(1499714.168 1008276.763,1499860 1008327,1499874 1008332,1500045 1008328,1501804 1008294,1501812.868 1008294.384)",2098,NA,NA
1782,NA,100726,102556,"100726 102556","102556 100726",0,"LINESTRING(1499714.168 1008276.763,1499435.169 1008163.901)",300,NA,NA
1783,NA,100727,101770,"100727 101770","101770 100727",0,"LINESTRING(1497244.275 1019865.709,1497391.398 1019772.459)",174,NA,NA
1784,NA,100728,100729,"100728 100729","100729 100728",0,"LINESTRING(1500895.273 1002467.752,1500895.237 1001310.283)",1157,NA,NA
1785,NA,100729,100730,"100729 100730","100730 100729",0,"LINESTRING(1500895.237 1001310.283,1499308.245 1001320.305)",1587,NA,NA
1786,NA,100729,100737,"100729 100737","100737 100729",0,"LINESTRING(1500895.237 1001310.283,1501760 1001297,1502499 1001286,1502505 1001286,1504256.639 1001201.411)",3363,NA,NA
1787,NA,100730,100732,"100730 100732","100732 100730",0,"LINESTRING(1499308.245 1001320.305,1499175 1001320,1498475 1001325,1497804.679 1001329.223)",1503,NA,NA
1788,NA,100731,100732,"100731 100732","100732 100731",0,"LINESTRING(1497829.949 1002657.992,1497829 1002624,1497825 1002431,1497812 1001751,1497804.679 1001329.223)",1329,NA,NA
1789,NA,100732,100733,"100732 100733","100733 100732",0,"LINESTRING(1497804.679 1001329.223,1497782 1000266,1497768 1000158,1497745 1000086,1497696 1000011,1497337 999341,1497156 999002,1497064 998855,1497063 998854,1497057 998845,1496992 998835,1496973 998832,1496062.463 998844.25)",3034,NA,NA
1790,NA,100733,100735,"100733 100735","100735 100733",0,"LINESTRING(1496062.463 998844.25,1494709 998854,1493911 998859,1493858 998844,1493828 998828,1493735 998787,1490833.448 998783.875)",5229,NA,NA
1791,NA,100733,100770,"100733 100770","100770 100733",0,"LINESTRING(1496062.463 998844.25,1496092 1000909,1496233 1001120,1496354 1001319,1496444 1001465,1496476 1001577,1496469.44 1002648.629)",3826,NA,NA
1792,NA,100734,100735,"100734 100735","100735 100734",0,"LINESTRING(1490886.398 1002705.726,1490833.448 998783.875)",3922,NA,NA
1793,NA,100735,103814,"100735 103814","103814 100735",0,"LINESTRING(1490833.448 998783.875,1490811.031 996613.375)",2170,NA,NA
1794,NA,100735,103870,"100735 103870","103870 100735",0,"LINESTRING(1490833.448 998783.875,1485526.069 998832.875)",5307,NA,NA
1795,NA,100736,100738,"100736 100738","100738 100736",0,"LINESTRING(1505568.278 999944.438,1505573 1000114,1505595 1000784,1505590.595 1001240.848)",1296,NA,NA
1796,NA,100737,100738,"100737 100738","100738 100737",0,"LINESTRING(1504256.639 1001201.411,1505590.595 1001240.848)",1334,NA,NA
1797,NA,100738,100739,"100738 100739","100739 100738",0,"LINESTRING(1505590.595 1001240.848,1506544 1001227,1506544 1001227,1506632 1001226,1507063.169 1001220.577)",1472,NA,NA
1798,NA,100739,100740,"100739 100740","100740 100739",0,"LINESTRING(1507063.169 1001220.577,1508272.811 1001219.11)",1209,NA,NA
1799,NA,100739,100745,"100739 100745","100745 100739",0,"LINESTRING(1507063.169 1001220.577,1507070 1001643,1507080.192 1002218.92)",998,NA,NA
1800,NA,100739,104446,"100739 104446","104446 100739",0,"LINESTRING(1507063.169 1001220.577,1507084.155 999960.306)",1260,NA,NA
1801,NA,100741,100742,"100741 100742","100742 100741",0,"LINESTRING(1509535.195 1001186.416,1510975.541 1001187.499)",1440,NA,NA
1802,NA,100742,101821,"100742 101821","101821 100742",0,"LINESTRING(1510975.541 1001187.499,1512073.128 1001148.382)",1098,NA,NA
1803,NA,100743,100744,"100743 100744","100744 100743",0,"LINESTRING(1511049.136 1002236.353,1508485.469 1002263.197)",2563,NA,NA
1804,NA,100743,101811,"100743 101811","101811 100743",0,"LINESTRING(1511049.136 1002236.353,1512068.374 1002194.868)",1020,NA,NA
1805,NA,100744,100745,"100744 100745","100745 100744",0,"LINESTRING(1508485.469 1002263.197,1507080.192 1002218.92)",1405,NA,NA
1806,NA,100745,100746,"100745 100746","100746 100745",0,"LINESTRING(1507080.192 1002218.92,1507102.968 1003860.456)",1641,NA,NA
1807,NA,100746,100747,"100746 100747","100747 100746",0,"LINESTRING(1507102.968 1003860.456,1507089.546 1004719.485)",859,NA,NA
1808,NA,100747,100750,"100747 100750","100750 100747",0,"LINESTRING(1507089.546 1004719.485,1507076.105 1007108.065)",2388,NA,NA
1809,NA,100748,100749,"100748 100749","100749 100748",0,"LINESTRING(1511501.959 1005513.976,1510248.951 1005947.941)",1326,NA,NA
1810,NA,100748,101800,"100748 101800","101800 100748",0,"LINESTRING(1511501.959 1005513.976,1512054.814 1005281.111)",599,NA,NA
1811,NA,100749,100750,"100749 100750","100750 100749",0,"LINESTRING(1510248.951 1005947.941,1507076.105 1007108.065)",3378,NA,NA
1812,NA,100750,101751,"100750 101751","101751 100750",0,"LINESTRING(1507076.105 1007108.065,1505595 1007629,1505385 1007705,1504812 1007908,1504599.475 1007983.779)",2626,NA,NA
1813,NA,100750,101756,"100750 101756","101756 100750",0,"LINESTRING(1507076.105 1007108.065,1507088 1008533,1507092 1008888,1507116.942 1011696.454)",4588,NA,NA
1814,NA,100751,101779,"100751 101779","101779 100751",0,"LINESTRING(1507150 1029906,1507140.697 1030354.733)",448,NA,NA
1815,NA,100752,100772,"100752 100772","100772 100752",0,"LINESTRING(1493516.833 1010085.942,1493891 1009909,1493906 1009533,1493908 1009408,1493924 1009352,1493950 1009325,1493996 1009301,1493996 1009301,1494001 1009298,1494551 1009290,1495080 1009281,1495329 1009277,1496195 1008887,1496516.374 1008765.88)",3277,NA,NA
1816,NA,100753,103566,"100753 103566","103566 100753",0,"LINESTRING(1584378 1056905,1584022 1057326)",551,NA,NA
1817,NA,100754,103571,"100754 103571","103571 100754",0,"LINESTRING(1582388 1059219,1581316.108 1059240.381)",1072,NA,NA
1818,NA,100754,103943,"100754 103943","103943 100754",0,"LINESTRING(1582388 1059219,1583624.825 1057774.753)",1901,NA,NA
1819,NA,100755,103528,"100755 103528","103528 100755",0,"LINESTRING(1583892 1057970,1584258.444 1057572.775)",540,NA,NA
1820,NA,100756,100758,"100756 100758","100758 100756",0,"LINESTRING(1583183 1056551,1582669.058 1057014.041)",691,NA,NA
1821,NA,100756,104018,"100756 104018","104018 100756",0,"LINESTRING(1583183 1056551,1583642.652 1056068.04)",666,NA,NA
1822,NA,100756,104342,"100756 104342","104342 100756",0,"LINESTRING(1583183 1056551,1582796.345 1056170.529)",542,NA,NA
1823,NA,100756,104408,"100756 104408","104408 100756",0,"LINESTRING(1583183 1056551,1583617 1056946)",586,NA,NA
1824,NA,100757,104018,"100757 104018","104018 100757",0,"LINESTRING(1584987 1054730,1583642.652 1056068.04)",1896,NA,NA
1825,NA,100757,104400,"100757 104400","104400 100757",0,"LINESTRING(1584987 1054730,1586746 1054514)",1772,NA,NA
1826,NA,100759,100760,"100759 100760","100760 100759",0,"LINESTRING(1476483 983162,1476483 982613)",549,NA,NA
1827,NA,100759,103639,"100759 103639","103639 100759",0,"LINESTRING(1476483 983162,1474721.343 983182.438)",1761,NA,NA
1828,NA,100759,103858,"100759 103858","103858 100759",0,"LINESTRING(1476483 983162,1480003.959 983112.75)",3521,NA,NA
1829,NA,100761,100762,"100761 100762","100762 100761",0,"LINESTRING(1458623.134 1001657.3,1459017 1001813)",423,NA,NA
1830,NA,100761,103664,"100761 103664","103664 100761",0,"LINESTRING(1458623.134 1001657.3,1457763 997818,1455839.445 994798.062)",7402,NA,NA
1831,NA,100761,103665,"100761 103665","103665 100761",0,"LINESTRING(1458623.134 1001657.3,1458784.824 1001818.026)",227,NA,NA
1832,NA,100762,103631,"100762 103631","103631 100762",0,"LINESTRING(1459017 1001813,1460167.464 1001804.481)",1150,NA,NA
1833,NA,100762,103665,"100762 103665","103665 100762",0,"LINESTRING(1459017 1001813,1458784.824 1001818.026)",232,NA,NA
1834,NA,100763,103705,"100763 103705","103705 100763",0,"LINESTRING(1469407 982599,1469432.874 983251.562)",653,NA,NA
1835,NA,100764,103704,"100764 103704","103704 100764",0,"LINESTRING(1464125 982599,1464129.539 983341.062)",742,NA,NA
1836,NA,100765,103747,"100765 103747","103747 100765",0,"LINESTRING(1453709 1031579,1453707.09 1031075.153)",503,NA,NA
1837,NA,100766,100770,"100766 100770","100770 100766",0,"LINESTRING(1496512.709 1006632.285,1496469.44 1002648.629)",3983,NA,NA
1838,NA,100766,100772,"100766 100772","100772 100766",0,"LINESTRING(1496512.709 1006632.285,1496516.374 1008765.88)",2133,NA,NA
1839,NA,100769,103803,"100769 103803","103803 100769",0,"LINESTRING(1462230 1041929,1462228.868 1042087.806)",158,NA,NA
1840,NA,100771,100772,"100771 100772","100772 100771",0,"LINESTRING(1498795.604 1007904.727,1496516.374 1008765.88)",2436,NA,NA
1841,NA,100773,100774,"100773 100774","100774 100773",0,"LINESTRING(1496591.155 1014489.894,1496608.974 1015594.616)",1104,NA,NA
1842,NA,100773,100776,"100773 100776","100776 100773",0,"LINESTRING(1496591.155 1014489.894,1498711.508 1014436.44)",2121,NA,NA
1843,NA,100775,100776,"100775 100776","100776 100775",0,"LINESTRING(1501883.128 1014400.804,1498711.508 1014436.44)",3171,NA,NA
1844,NA,100775,100777,"100775 100777","100777 100775",0,"LINESTRING(1501883.128 1014400.804,1503451.12 1014382.986)",1568,NA,NA
1845,NA,100775,100778,"100775 100778","100778 100775",0,"LINESTRING(1501883.128 1014400.804,1501918.764 1015933.159)",1532,NA,NA
1846,NA,100775,101755,"100775 101755","101755 100775",0,"LINESTRING(1501883.128 1014400.804,1501854.834 1012638.666)",1762,NA,NA
1847,NA,100777,101759,"100777 101759","101759 100777",0,"LINESTRING(1503451.12 1014382.986,1505581.981 1014421.605)",2131,NA,NA
1848,NA,100778,101765,"100778 101765","101765 100778",0,"LINESTRING(1501918.764 1015933.159,1501926.878 1016812.37)",879,NA,NA
1849,NA,101745,101884,"101745 101884","101884 101745",0,"LINESTRING(1517801.82 1005793.006,1517414.762 1005772.531)",387,NA,NA
1850,NA,101745,101887,"101745 101887","101887 101745",0,"LINESTRING(1517801.82 1005793.006,1518269.855 1005824.858)",469,NA,NA
1851,NA,101746,101794,"101746 101794","101794 101746",0,"LINESTRING(1512089.116 1008420.099,1512100.477 1009318.666)",898,NA,NA
1852,NA,101746,101795,"101746 101795","101795 101746",0,"LINESTRING(1512089.116 1008420.099,1512087.348 1008158.413)",261,NA,NA
1853,NA,101747,101760,"101747 101760","101760 101747",0,"LINESTRING(1506930.871 1014192.243,1507154.475 1014191.984)",223,NA,NA
1854,NA,101748,101760,"101748 101760","101760 101748",0,"LINESTRING(1507507.337 1014192.243,1507154.475 1014191.984)",352,NA,NA
1855,NA,101749,101760,"101749 101760","101760 101749",0,"LINESTRING(1507197.743 1016110.442,1507154.475 1014191.984)",1918,NA,NA
1856,NA,101749,101763,"101749 101763","101763 101749",0,"LINESTRING(1507197.743 1016110.442,1507182.906 1016925.174)",814,NA,NA
1857,NA,101750,101759,"101750 101759","101759 101750",0,"LINESTRING(1504555.842 1015077.891,1505581.981 1014421.605)",1218,NA,NA
1858,NA,101750,101765,"101750 101765","101765 101750",0,"LINESTRING(1504555.842 1015077.891,1501926.878 1016812.37)",3149,NA,NA
1859,NA,101751,101752,"101751 101752","101752 101751",0,"LINESTRING(1504599.475 1007983.779,1504451 1008036,1503795 1008283,1503144.241 1008289.266)",1486,NA,NA
1860,NA,101752,101753,"101752 101753","101753 101752",0,"LINESTRING(1503144.241 1008289.266,1501812.868 1008294.384)",1331,NA,NA
1861,NA,101753,101754,"101753 101754","101754 101753",0,"LINESTRING(1501812.868 1008294.384,1501815 1008849,1501826.827 1011805.886)",3511,NA,NA
1862,NA,101754,101755,"101754 101755","101755 101754",0,"LINESTRING(1501826.827 1011805.886,1501854.834 1012638.666)",833,NA,NA
1863,NA,101756,101758,"101756 101758","101758 101756",0,"LINESTRING(1507116.942 1011696.454,1507132.3 1013400.479)",1704,NA,NA
1864,NA,101757,101758,"101757 101758","101758 101757",0,"LINESTRING(1508383.806 1012618.969,1507132.3 1013400.479)",1475,NA,NA
1865,NA,101758,101759,"101758 101759","101759 101758",0,"LINESTRING(1507132.3 1013400.479,1505581.981 1014421.605)",1856,NA,NA
1866,NA,101758,101760,"101758 101760","101760 101758",0,"LINESTRING(1507132.3 1013400.479,1507154.475 1014191.984)",791,NA,NA
1867,NA,101761,101785,"101761 101785","101785 101761",0,"LINESTRING(1510326.942 1015209.817,1510240.167 1016874.435)",1666,NA,NA
1868,NA,101761,101788,"101761 101788","101788 101761",0,"LINESTRING(1510326.942 1015209.817,1510404 1014312,1512077 1012572,1512132.366 1012342.519)",3388,NA,NA
1869,NA,101762,101763,"101762 101763","101763 101762",0,"LINESTRING(1508821 1016929,1507182.906 1016925.174)",1638,NA,NA
1870,NA,101762,101785,"101762 101785","101785 101762",0,"LINESTRING(1508821 1016929,1510240.167 1016874.435)",1420,NA,NA
1871,NA,101763,101765,"101763 101765","101765 101763",0,"LINESTRING(1507182.906 1016925.174,1502068 1017061,1501926.878 1016812.37)",5257,NA,NA
1872,NA,101763,102555,"101763 102555","102555 101763",0,"LINESTRING(1507182.906 1016925.174,1507195.518 1019186.965)",2261,NA,NA
1873,NA,101764,101868,"101764 101868","101868 101764",0,"LINESTRING(1518980.658 1002970.577,1518985.389 1002587.371)",383,NA,NA
1874,NA,101764,101872,"101764 101872","101872 101764",0,"LINESTRING(1518980.658 1002970.577,1519736.375 1003034.422)",758,NA,NA
1875,NA,101764,101873,"101764 101873","101873 101764",0,"LINESTRING(1518980.658 1002970.577,1518538 1002941,1518234.703 1003032.968)",748,NA,NA
1876,NA,101766,101804,"101766 101804","101804 101766",0,"LINESTRING(1516093 1004160,1516111.056 1003803.131)",357,NA,NA
1877,NA,101767,101768,"101767 101768","101768 101767",0,"LINESTRING(1499598.691 1018318.955,1498970.785 1018799.829)",790,NA,NA
1878,NA,101767,101769,"101767 101769","101769 101767",0,"LINESTRING(1499598.691 1018318.955,1499185 1018447,1498556 1018652,1498129 1018804,1497873 1018919,1497607 1019074,1497279.572 1019292.351)",2515,NA,NA
1879,NA,101768,101770,"101768 101770","101770 101768",0,"LINESTRING(1498970.785 1018799.829,1497391.398 1019772.459)",1854,NA,NA
1880,NA,101770,101771,"101770 101771","101771 101770",0,"LINESTRING(1497391.398 1019772.459,1499367 1019774)",1975,NA,NA
1881,NA,101771,101772,"101771 101772","101772 101771",0,"LINESTRING(1499367 1019774,1500615.711 1019724.316)",1249,NA,NA
