"Physical_Link_ID","Name","A_Node","B_Node","AB_Link","BA_Link","Grade","Geometry","Length","ROWWidth","Jurisdiction"
1556,NA,100577,100676,"100577 100676","100676 100577",0,"LINESTRING(1523067.062 997023.125,1523064 996900)",123,NA,NA
1557,NA,100578,100579,"100578 100579","100579 100578",0,"LINESTRING(1523316.885 997023.063,1523540.834 997033.688)",224,NA,NA
1558,NA,100579,100580,"100579 100580","100580 100579",0,"LINESTRING(1523540.834 997033.688,1524048.073 997023.938)",507,NA,NA
1559,NA,100579,100585,"100579 100585","100585 100579",0,"LINESTRING(1523540.834 997033.688,1523523 996282,1523506.968 995549.813)",1484,NA,NA
1560,NA,100580,100581,"100580 100581","100581 100580",0,"LINESTRING(1524048.073 997023.938,1524859.303 997019.75)",811,NA,NA
1561,NA,100581,100582,"100581 100582","100582 100581",0,"LINESTRING(1524859.303 997019.75,1525187.918 997022.312)",328,NA,NA
1562,NA,100581,100583,"100581 100583","100583 100581",0,"LINESTRING(1524859.303 997019.75,1525154.565 996344.625)",736,NA,NA
1563,NA,100582,100583,"100582 100583","100583 100582",0,"LINESTRING(1525187.918 997022.312,1525161 996643,1525154.565 996344.625)",678,NA,NA
1564,NA,100583,100584,"100583 100584","100584 100583",0,"LINESTRING(1525154.565 996344.625,1525177 996297,1525266 996113,1525314 996014,1525465 995693,1525572 995519,1525573 995518,1525691 995326,1525872 994968,1525958 994793,1525958.695 994792.688)",1747,NA,NA
1565,NA,100584,100596,"100584 100596","100596 100584",0,"LINESTRING(1525958.695 994792.688,1526058 994591,1526230 994225,1526410 993859,1526539.414 993476.563)",1438,NA,NA
1566,NA,100585,100586,"100585 100586","100586 100585",0,"LINESTRING(1523506.968 995549.813,1523479 994212)",1338,NA,NA
1567,NA,100586,100593,"100586 100593","100593 100586",0,"LINESTRING(1523479 994212,1523460.91 993536.25)",675,NA,NA
1568,NA,100587,100588,"100587 100588","100588 100587",0,"LINESTRING(1521238.59 996178.5,1521212 994667,1521152.244 994449.438)",1731,NA,NA
1569,NA,100588,100589,"100588 100589","100589 100588",0,"LINESTRING(1521152.244 994449.438,1520646.808 993184.062)",1362,NA,NA
1570,NA,100589,100607,"100589 100607","100607 100589",0,"LINESTRING(1520646.808 993184.062,1521700.592 993211.25)",1054,NA,NA
1571,NA,100590,100591,"100590 100591","100591 100590",0,"LINESTRING(1522139.969 993302.188,1522451 993500,1522541 993528,1522661.804 993542.438)",574,NA,NA
1572,NA,100590,100607,"100590 100607","100607 100590",0,"LINESTRING(1522139.969 993302.188,1521700.592 993211.25)",448,NA,NA
1573,NA,100591,100592,"100591 100592","100592 100591",0,"LINESTRING(1522661.804 993542.438,1523384.68 993537.938)",722,NA,NA
1574,NA,100591,100605,"100591 100605","100605 100591",0,"LINESTRING(1522661.804 993542.438,1522605 993423,1522583 993343,1522574 993283,1522563 993213,1522562 993093,1522561 992982,1522558.585 992667.375)",881,NA,NA
1575,NA,100592,100593,"100592 100593","100593 100592",0,"LINESTRING(1523384.68 993537.938,1523460.91 993536.25)",76,NA,NA
1576,NA,100592,100604,"100592 100604","100604 100592",0,"LINESTRING(1523384.68 993537.938,1523380.122 992111.875)",1426,NA,NA
1577,NA,100593,100594,"100593 100594","100594 100593",0,"LINESTRING(1523460.91 993536.25,1524271.202 993524.375)",810,NA,NA
1578,NA,100594,100595,"100594 100595","100595 100594",0,"LINESTRING(1524271.202 993524.375,1524660.076 993514.312)",389,NA,NA
1579,NA,100595,100596,"100595 100596","100596 100595",0,"LINESTRING(1524660.076 993514.312,1526539.414 993476.563)",1879,NA,NA
1580,NA,100596,100597,"100596 100597","100597 100596",0,"LINESTRING(1526539.414 993476.563,1527250.887 993468.813)",711,NA,NA
1581,NA,100596,100603,"100596 100603","100603 100596",0,"LINESTRING(1526539.414 993476.563,1526683 993302,1526931 992788,1527023 992528,1527042 992473,1527199 992120,1527205 992106,1527293 991995,1527335 991882,1527378 991674,1527426 991381,1527429 991215,1527429 991195,1527430 991128,1527431 991097,1527489.4 990826.938)",2814,NA,NA
1582,NA,100597,100598,"100597 100598","100598 100597",0,"LINESTRING(1527250.887 993468.813,1527673.268 993472.25)",422,NA,NA
1583,NA,100598,100599,"100598 100599","100599 100598",0,"LINESTRING(1527673.268 993472.25,1529024 993466,1529870 993463,1530118.445 993463.187)",2445,NA,NA
1584,NA,100599,100600,"100599 100600","100600 100599",0,"LINESTRING(1530118.445 993463.187,1530394 993462,1530643.594 993458.75)",525,NA,NA
1585,NA,100600,100601,"100600 100601","100601 100600",0,"LINESTRING(1530643.594 993458.75,1530892 993454,1530997 993470,1531248.877 993501.375)",606,NA,NA
1586,NA,100601,100602,"100601 100602","100602 100601",0,"LINESTRING(1531248.877 993501.375,1531526 993533,1531770 993525,1531944 993520,1532300.567 993492.875)",1051,NA,NA
1587,NA,100601,104443,"100601 104443","104443 100601",0,"LINESTRING(1531248.877 993501.375,1531243.411 993559.625)",58,NA,NA
1588,NA,100602,100647,"100602 100647","100647 100602",0,"LINESTRING(1532300.567 993492.875,1532395 993473,1532533 993452,1532649 993436,1532775 993421,1532987.325 993421.125)",690,NA,NA
1589,NA,100602,104444,"100602 104444","104444 100602",0,"LINESTRING(1532300.567 993492.875,1532299.387 993452.125)",40,NA,NA
1590,NA,100603,100614,"100603 100614","100614 100603",0,"LINESTRING(1527489.4 990826.938,1527492 990814,1527559 990608,1527582 990510,1527617 990198,1527634 989758,1527629 989401,1527612 988373,1527609.886 988171.938)",2657,NA,NA
1591,NA,100604,100609,"100604 100609","100609 100604",0,"LINESTRING(1523380.122 992111.875,1523361 990511)",1600,NA,NA
1592,NA,100605,100608,"100605 100608","100608 100605",0,"LINESTRING(1522558.585 992667.375,1522558 992640,1522554 992187,1522550 991738,1522547 991291,1522544 990935,1522544 990889,1522541.44 990568.375)",2099,NA,NA
1593,NA,100606,100608,"100606 100608","100608 100606",0,"LINESTRING(1519710.84 990614.938,1520025 990610,1522541.44 990568.375)",2830,NA,NA
1594,NA,100606,102544,"100606 102544","102544 100606",0,"LINESTRING(1519710.84 990614.938,1520150 991810)",1273,NA,NA
1595,NA,100608,100609,"100608 100609","100609 100608",0,"LINESTRING(1522541.44 990568.375,1523361 990511)",821,NA,NA
1596,NA,100608,100611,"100608 100611","100611 100608",0,"LINESTRING(1522541.44 990568.375,1522533 990251,1522526 989945,1522521 989738,1522520 989652,1522516 989338,1522512 989033,1522508 988738,1522502.672 988251.813)",2316,NA,NA
1597,NA,100609,100610,"100609 100610","100610 100609",0,"LINESTRING(1523361 990511,1523362 989600)",911,NA,NA
1598,NA,100609,100675,"100609 100675","100675 100609",0,"LINESTRING(1523361 990511,1523686 990507)",325,NA,NA
1599,NA,100610,100612,"100610 100612","100612 100610",0,"LINESTRING(1523362 989600,1523354.76 988236.25)",1363,NA,NA
1600,NA,100611,100612,"100611 100612","100612 100611",0,"LINESTRING(1522502.672 988251.813,1523354.76 988236.25)",852,NA,NA
1601,NA,100611,100621,"100611 100621","100621 100611",0,"LINESTRING(1522502.672 988251.813,1522492 987117,1522490 986919,1522463 985529,1522452 984324,1522442.055 982901.875)",5350,NA,NA
1602,NA,100612,100613,"100612 100613","100613 100612",0,"LINESTRING(1523354.76 988236.25,1523901 988226,1524229.031 988220.375)",874,NA,NA
1603,NA,100613,100614,"100613 100614","100614 100613",0,"LINESTRING(1524229.031 988220.375,1524579 988213,1524973 988206,1525026 988205,1527609.886 988171.938)",3381,NA,NA
1604,NA,100614,100615,"100614 100615","100615 100614",0,"LINESTRING(1527609.886 988171.938,1530273.441 988137.188)",2663,NA,NA
1605,NA,100614,100616,"100614 100616","100616 100614",0,"LINESTRING(1527609.886 988171.938,1527609 988161,1527609 988063,1527606 987588,1527606 987574,1527594.633 987195.438)",976,NA,NA
1606,NA,100615,100642,"100615 100642","100642 100615",0,"LINESTRING(1530273.441 988137.188,1532927.757 988100)",2654,NA,NA
1607,NA,100616,100617,"100616 100617","100617 100616",0,"LINESTRING(1527594.633 987195.438,1527585 987004,1527584.66 986802.375)",393,NA,NA
1608,NA,100616,102532,"100616 102532",NA,0,"LINESTRING(1527594.633 987195.438,1527523 987189,1527470 987179,1527258 987119,1527185 987104,1527119 987092,1526318.409 987054.625)",1283,NA,NA
1609,NA,100617,100618,"100617 100618","100618 100617",0,"LINESTRING(1527584.66 986802.375,1527820.505 986840.875)",238,NA,NA
1610,NA,100617,100619,"100617 100619","100619 100617",0,"LINESTRING(1527584.66 986802.375,1527587 986319,1527586 986306,1527522 983618,1527514 982905,1527513.232 982840.5)",3962,NA,NA
1611,NA,100618,100641,"100618 100641","100641 100618",0,"LINESTRING(1527820.505 986840.875,1527875 986779,1527943 986765,1528079 986766,1528160 986777,1528237 986803,1528316 986823,1528421 986830,1528464 986833,1528578 986832,1528800 986829,1529017 986825,1529030 986825,1529090 986824,1529182 986813,1529197 986785,1529196 986731,1529196 986550,1529205 986349,1529246 986286,1529288 986225,1529823 985620,1530207 985161,1530947 984351,1531845 983444,1532484 982794,1532866.471 982790.875)",6470,NA,NA
1612,NA,100618,102531,"100618 102531",NA,0,"LINESTRING(1527820.505 986840.875,1528201 986913,1528793.904 986951.313)",979,NA,NA
1613,NA,100619,100620,"100619 100620","100620 100619",0,"LINESTRING(1527513.232 982840.5,1527469 980041)",2799,NA,NA
1614,NA,100620,100625,"100620 100625","100625 100620",0,"LINESTRING(1527469 980041,1527408.04 974880.812)",5160,NA,NA
1615,NA,100621,100622,"100621 100622","100622 100621",0,"LINESTRING(1522442.055 982901.875,1522440.014 982584.812)",317,NA,NA
1616,NA,100622,100623,"100622 100623","100623 100622",0,"LINESTRING(1522440.014 982584.812,1522396 979253,1522358.564 974973.5)",7611,NA,NA
1617,NA,100623,100624,"100623 100624","100624 100623",0,"LINESTRING(1522358.564 974973.5,1522331 974656)",318,NA,NA
1618,NA,100623,100625,"100623 100625","100625 100623",0,"LINESTRING(1522358.564 974973.5,1527408.04 974880.812)",5050,NA,NA
1619,NA,100624,100628,"100624 100628","100628 100624",0,"LINESTRING(1522331 974656,1522303.44 971036.563)",3619,NA,NA
1620,NA,100625,100626,"100625 100626","100626 100625",0,"LINESTRING(1527408.04 974880.812,1527348.016 971140.812)",3740,NA,NA
1621,NA,100625,100634,"100625 100634","100634 100625",0,"LINESTRING(1527408.04 974880.812,1532759.5 974838.563)",5351,NA,NA
1622,NA,100626,100627,"100626 100627","100627 100626",0,"LINESTRING(1527348.016 971140.812,1525214 971057)",2135,NA,NA
1623,NA,100626,100630,"100626 100630","100630 100626",0,"LINESTRING(1527348.016 971140.812,1527286 968968)",2173,NA,NA
1624,NA,100626,100632,"100626 100632","100632 100626",0,"LINESTRING(1527348.016 971140.812,1532726.69 971149.063)",5378,NA,NA
1625,NA,100627,100628,"100627 100628","100628 100627",0,"LINESTRING(1525214 971057,1522303.44 971036.563)",2910,NA,NA
1626,NA,100628,100629,"100628 100629","100629 100628",0,"LINESTRING(1522303.44 971036.563,1521753 971005)",551,NA,NA
1627,NA,100628,100674,"100628 100674","100674 100628",0,"LINESTRING(1522303.44 971036.563,1522283 970847)",190,NA,NA
1628,NA,100630,100631,"100630 100631","100631 100630",0,"LINESTRING(1527286 968968,1527217 966688)",2281,NA,NA
1629,NA,100632,100633,"100632 100633","100633 100632",0,"LINESTRING(1532726.69 971149.063,1537479 971166,1539359.04 971173.813)",6632,NA,NA
1630,NA,100632,100644,"100632 100644","100644 100632",0,"LINESTRING(1532726.69 971149.063,1532722.92 973002.313)",1853,NA,NA
1631,NA,100632,102546,"100632 102546","102546 100632",0,"LINESTRING(1532726.69 971149.063,1532656 969862)",1289,NA,NA
1632,NA,100633,100636,"100633 100636","100636 100633",0,"LINESTRING(1539359.04 971173.813,1539360 972059,1539363 973654,1539356 974222,1539358 974398,1539356 974495,1539356 974575,1539331 974634,1538815 975153,1538081.725 975874.188)",4870,NA,NA
1633,NA,100633,100668,"100633 100668","100668 100633",0,"LINESTRING(1539359.04 971173.813,1543332.963 971152)",3973,NA,NA
1634,NA,100634,100635,"100634 100635","100635 100634",0,"LINESTRING(1532759.5 974838.563,1538067.059 974762.125)",5308,NA,NA
1635,NA,100634,100644,"100634 100644","100644 100634",0,"LINESTRING(1532759.5 974838.563,1532722.92 973002.313)",1836,NA,NA
1636,NA,100634,100673,"100634 100673","100673 100634",0,"LINESTRING(1532759.5 974838.563,1532828 979930)",5091,NA,NA
1637,NA,100635,100636,"100635 100636","100636 100635",0,"LINESTRING(1538067.059 974762.125,1538081.725 975874.188)",1112,NA,NA
1638,NA,100636,100637,"100636 100637","100637 100636",0,"LINESTRING(1538081.725 975874.188,1538101.865 977401.563)",1527,NA,NA
1639,NA,100637,100638,"100637 100638","100638 100637",0,"LINESTRING(1538101.865 977401.563,1538131 979607)",2205,NA,NA
1640,NA,100637,100640,"100637 100640","100640 100637",0,"LINESTRING(1538101.865 977401.563,1537341 977403,1537174 977421,1536765 977840,1535046 979774,1533178 981972,1532861.967 982420.313)",7255,NA,NA
1641,NA,100638,100639,"100638 100639","100639 100638",0,"LINESTRING(1538131 979607,1538172.162 982719.938)",3113,NA,NA
1642,NA,100639,100643,"100639 100643","100643 100639",0,"LINESTRING(1538172.162 982719.938,1538241.265 988032.875)",5313,NA,NA
1643,NA,100640,100641,"100640 100641","100641 100640",0,"LINESTRING(1532861.967 982420.313,1532866.471 982790.875)",370,NA,NA
1644,NA,100640,100673,"100640 100673","100673 100640",0,"LINESTRING(1532861.967 982420.313,1532828 979930)",2490,NA,NA
1645,NA,100641,100642,"100641 100642","100642 100641",0,"LINESTRING(1532866.471 982790.875,1532927.757 988100)",5309,NA,NA
1646,NA,100641,100672,"100641 100672","100672 100641",0,"LINESTRING(1532866.471 982790.875,1533667 982717)",803,NA,NA
1647,NA,100642,100643,"100642 100643","100643 100642",0,"LINESTRING(1532927.757 988100,1538241.265 988032.875)",5313,NA,NA
1648,NA,100642,100646,"100642 100646","100646 100642",0,"LINESTRING(1532927.757 988100,1532974 990717)",2617,NA,NA
1649,NA,100643,100649,"100643 100649","100649 100643",0,"LINESTRING(1538241.265 988032.875,1538305.418 993363.813)",5331,NA,NA
1650,NA,100643,100664,"100643 100664","100664 100643",0,"LINESTRING(1538241.265 988032.875,1543544.509 987950)",5303,NA,NA
1651,NA,100645,100647,"100645 100647","100647 100645",0,"LINESTRING(1533057.35 997143.313,1533035 996225,1533032 996094,1533028 995884,1533024 995720,1533022 995659,1532987.325 993421.125)",3722,NA,NA
1652,NA,100645,100650,"100645 100650","100650 100645",0,"LINESTRING(1533057.35 997143.313,1533226 997163,1533361 997198,1533501 997251,1533627.976 997303.188)",592,NA,NA
1653,NA,100646,100647,"100646 100647","100647 100646",0,"LINESTRING(1532974 990717,1532987.325 993421.125)",2704,NA,NA
1654,NA,100647,100648,"100647 100648","100648 100647",0,"LINESTRING(1532987.325 993421.125,1533899.849 993406.875)",912,NA,NA
1655,NA,100648,100649,"100648 100649","100649 100648",0,"LINESTRING(1533899.849 993406.875,1538305.418 993363.813)",4405,NA,NA
1656,NA,100649,100653,"100649 100653","100653 100649",0,"LINESTRING(1538305.418 993363.813,1538293.533 995415.188)",2051,NA,NA
1657,NA,100650,100651,"100650 100651","100651 100650",0,"LINESTRING(1533627.976 997303.188,1534194 997062,1534655 996867,1535323.821 996602.813)",1834,NA,NA
1658,NA,100650,102554,"100650 102554","102554 100650",0,"LINESTRING(1533627.976 997303.188,1533682 997477,1533692 997521,1533700 997565,1533707 997609,1533713 997653,1533709.9 997965.125)",666,NA,NA
1659,NA,100651,100652,"100651 100652","100652 100651",0,"LINESTRING(1535323.821 996602.813,1536221 996241,1536996 995898,1537033.299 995883.75)",1854,NA,NA
1660,NA,100652,100653,"100652 100653","100653 100652",0,"LINESTRING(1537033.299 995883.75,1537671 995623,1538293.533 995415.188)",1344,NA,NA
1661,NA,100653,100654,"100653 100654","100654 100653",0,"LINESTRING(1538293.533 995415.188,1538293 995430,1538328 996875,1538328 996876,1538346.989 997638.25)",2223,NA,NA
1662,NA,100653,100655,"100653 100655","100655 100653",0,"LINESTRING(1538293.533 995415.188,1538389 995373,1541200 994148,1541320 994097,1541320 994096,1544167 992892,1544842.607 992605.813)",7126,NA,NA
1663,NA,100655,100656,"100655 100656","100656 100655",0,"LINESTRING(1544842.607 992605.813,1544939 992565,1546033 992126,1547716 991406,1548917 990844,1548933.889 990838.875)",4456,NA,NA
1664,NA,100656,100657,"100656 100657","100657 100656",0,"LINESTRING(1548933.889 990838.875,1548962.984 993154.125)",2315,NA,NA
1665,NA,100656,100659,"100656 100659","100659 100656",0,"LINESTRING(1548933.889 990838.875,1549426 990670,1549762 990522,1549949 990444,1550109 990345,1550984 989746,1552157 988929,1552833.381 988378.25)",4610,NA,NA
1666,NA,100658,100699,"100658 100699","100699 100658",0,"LINESTRING(1554248.367 992964.813,1553625 992985)",623,NA,NA
1667,NA,100658,103502,"100658 103502","103502 100658",0,"LINESTRING(1554248.367 992964.813,1556616.54 993021.25)",2368,NA,NA
1668,NA,100658,103503,"100658 103503","103503 100658",0,"LINESTRING(1554248.367 992964.813,1554239.77 990397.5)",2567,NA,NA
1669,NA,100659,100660,"100659 100660","100660 100659",0,"LINESTRING(1552833.381 988378.25,1554109.033 987478.063)",1561,NA,NA
1670,NA,100659,100662,"100659 100662","100662 100659",0,"LINESTRING(1552833.381 988378.25,1552829 987767,1548888 987816)",3985,NA,NA
1671,NA,100660,100661,"100660 100661","100661 100660",0,"LINESTRING(1554109.033 987478.063,1554156 987444,1555596.226 986482.25)",1789,NA,NA
1672,NA,100660,103503,"100660 103503","103503 100660",0,"LINESTRING(1554109.033 987478.063,1554239.77 990397.5)",2922,NA,NA
1673,NA,100661,104087,"100661 104087","104087 100661",0,"LINESTRING(1555596.226 986482.25,1556018 986200,1556969.027 985506.563)",1684,NA,NA
1674,NA,100662,100663,"100662 100663","100663 100662",0,"LINESTRING(1548888 987816,1544854.649 987925.25)",4034,NA,NA
1675,NA,100663,100664,"100663 100664","100664 100663",0,"LINESTRING(1544854.649 987925.25,1544854 987925,1543544.509 987950)",1310,NA,NA
1676,NA,100664,100665,"100664 100665","100665 100664",0,"LINESTRING(1543544.509 987950,1543461 981291)",6659,NA,NA
1677,NA,100665,100666,"100665 100666","100666 100665",0,"LINESTRING(1543461 981291,1543432 979510)",1781,NA,NA
1678,NA,100666,100667,"100666 100667","100667 100666",0,"LINESTRING(1543432 979510,1543372.343 974682.813)",4827,NA,NA
1679,NA,100667,100668,"100667 100668","100668 100667",0,"LINESTRING(1543372.343 974682.813,1543344 972013,1543332.963 971152)",3531,NA,NA
1680,NA,100667,100669,"100667 100669","100669 100667",0,"LINESTRING(1543372.343 974682.813,1546045.283 974645.625)",2673,NA,NA
1681,NA,100668,103422,"100668 103422","103422 100668",0,"LINESTRING(1543332.963 971152,1543321.431 970292.438)",859,NA,NA
1682,NA,100669,100670,"100669 100670","100670 100669",0,"LINESTRING(1546045.283 974645.625,1549253 974597)",3208,NA,NA
1683,NA,100669,103978,"100669 103978","103978 100669",0,"LINESTRING(1546045.283 974645.625,1546061 976848,1546385 977601,1548558 979280,1548639 979341,1548686 979378,1548711 979422,1548724 979676,1548717.419 979925.313)",5917,NA,NA
1684,NA,100670,103981,"100670 103981","103981 100670",0,"LINESTRING(1549253 974597,1551339.886 974541.938)",2087,NA,NA
1685,NA,100677,100694,"100677 100694","100694 100677",0,"LINESTRING(1458677 1041546,1458555 1041546)",122,NA,NA
1686,NA,100677,103745,"100677 103745","103745 100677",0,"LINESTRING(1458677 1041546,1458675.153 1041283.89)",262,NA,NA
1687,NA,100677,103826,"100677 103826","103826 100677",0,"LINESTRING(1458677 1041546,1458848.363 1041546.69)",171,NA,NA
1688,NA,100678,103679,"100678 103679","103679 100678",0,"LINESTRING(1458658 1040691,1458125.021 1040690.241)",532,NA,NA
1689,NA,100678,103778,"100678 103778","103778 100678",0,"LINESTRING(1458658 1040691,1458663.208 1040871.77)",180,NA,NA
1690,NA,100678,103867,"100678 103867","103867 100678",0,"LINESTRING(1458658 1040691,1458854.335 1040686.615)",196,NA,NA
1691,NA,100679,100695,"100679 100695","100695 100679",0,"LINESTRING(1459032 1042325,1459031 1042650)",325,NA,NA
1692,NA,100679,103742,"100679 103742","103742 100679",0,"LINESTRING(1459032 1042325,1459219.738 1042331.583)",187,NA,NA
1693,NA,100679,103822,"100679 103822","103822 100679",0,"LINESTRING(1459032 1042325,1458788.635 1042323.147)",243,NA,NA
1694,NA,100679,103868,"100679 103868","103868 100679",0,"LINESTRING(1459032 1042325,1459033.518 1041917)",408,NA,NA
1695,NA,100680,103824,"100680 103824","103824 100680",0,"LINESTRING(1459037 1041065,1459201.041 1041061.279)",164,NA,NA
1696,NA,100680,103851,"100680 103851","103851 100680",0,"LINESTRING(1459037 1041065,1458854.335 1041062.898)",182,NA,NA
1697,NA,100680,103869,"100680 103869","103869 100680",0,"LINESTRING(1459037 1041065,1459039.491 1041271.944)",206,NA,NA
1698,NA,100680,103898,"100680 103898","103898 100680",0,"LINESTRING(1459037 1041065,1459039.491 1040859.825)",205,NA,NA
1699,NA,100681,103739,"100681 103739","103739 100681",0,"LINESTRING(1459042 1040691,1459195.462 1040692.508)",153,NA,NA
1700,NA,100681,103867,"100681 103867","103867 100681",0,"LINESTRING(1459042 1040691,1458854.335 1040686.615)",187,NA,NA
1701,NA,100681,103898,"100681 103898","103898 100681",0,"LINESTRING(1459042 1040691,1459039.491 1040859.825)",168,NA,NA
1702,NA,100682,100688,"100682 100688","100688 100682",0,"LINESTRING(1460471 1041555,1460109 1041547)",362,NA,NA
1703,NA,100682,103967,"100682 103967","103967 100682",0,"LINESTRING(1460471 1041555,1460470.605 1041912.826)",357,NA,NA
1704,NA,100682,103968,"100682 103968","103968 100682",0,"LINESTRING(1460471 1041555,1460479.171 1041266.104)",289,NA,NA
1705,NA,100682,103977,"100682 103977","103977 100682",0,"LINESTRING(1460471 1041555,1460740.43 1041553.06)",269,NA,NA
1706,NA,100683,103812,"100683 103812","103812 100683",0,"LINESTRING(1460483 1040572,1460475.907 1040686.853)",115,NA,NA
1707,NA,100684,103819,"100684 103819","103819 100684",0,"LINESTRING(1460856.805 1038453.163,1460635.417 1038449.978)",221,NA,NA
1708,NA,100685,103820,"100685 103820","103820 100685",0,"LINESTRING(1459358 1038166,1459354.127 1038521.173)",355,NA,NA
1709,NA,100686,103821,"100686 103821","103821 100686",0,"LINESTRING(1459856 1039950,1459374.135 1039951.464)",481,NA,NA
1710,NA,100687,103821,"100687 103821","103821 100687",0,"LINESTRING(1458995 1039950,1459374.135 1039951.464)",379,NA,NA
1711,NA,100688,100690,"100688 100690","100690 100688",0,"LINESTRING(1460109 1041547,1459393 1041540)",716,NA,NA
1712,NA,100688,103963,"100688 103963","103963 100688",0,"LINESTRING(1460109 1041547,1460110.839 1041912.826)",365,NA,NA
1713,NA,100688,103965,"100688 103965","103965 100688",0,"LINESTRING(1460109 1041547,1460110.839 1041304.65)",242,NA,NA
1714,NA,100689,103812,"100689 103812","103812 100689",0,"LINESTRING(1460581 1040688,1460475.907 1040686.853)",105,NA,NA
1715,NA,100690,100691,"100690 100691","100691 100690",0,"LINESTRING(1459393 1041540,1459036 1041542)",357,NA,NA
1716,NA,100690,103919,"100690 103919","103919 100690",0,"LINESTRING(1459393 1041540,1459395.589 1041921.392)",381,NA,NA
1717,NA,100690,103945,"100690 103945","103945 100690",0,"LINESTRING(1459393 1041540,1459395.589 1041291.801)",248,NA,NA
1718,NA,100691,103826,"100691 103826","103826 100691",0,"LINESTRING(1459036 1041542,1458848.363 1041546.69)",187,NA,NA
1719,NA,100691,103868,"100691 103868","103868 100691",0,"LINESTRING(1459036 1041542,1459033.518 1041917)",375,NA,NA
1720,NA,100691,103869,"100691 103869","103869 100691",0,"LINESTRING(1459036 1041542,1459039.491 1041271.944)",270,NA,NA
1721,NA,100692,100693,"100692 100693","100693 100692",0,"LINESTRING(1460108 1042283,1460466 1042274)",358,NA,NA
1722,NA,100692,100767,"100692 100767","100767 100692",0,"LINESTRING(1460108 1042283,1460108 1042582)",299,NA,NA
1723,NA,100692,103811,"100692 103811","103811 100692",0,"LINESTRING(1460108 1042283,1459388.7 1042296.427)",719,NA,NA
1724,NA,100692,103963,"100692 103963","103963 100692",0,"LINESTRING(1460108 1042283,1460110.839 1041912.826)",370,NA,NA
1725,NA,100693,100768,"100693 100768","100768 100693",0,"LINESTRING(1460466 1042274,1460466 1042582)",308,NA,NA
1726,NA,100693,103828,"100693 103828","103828 100693",0,"LINESTRING(1460466 1042274,1461186.79 1042268.964)",720,NA,NA
1727,NA,100693,103967,"100693 103967","103967 100693",0,"LINESTRING(1460466 1042274,1460470.605 1041912.826)",361,NA,NA
1728,NA,100694,100700,"100694 100700","100700 100694",0,"LINESTRING(1458555 1041546,1458398 1041546)",157,NA,NA
1729,NA,100694,103744,"100694 103744","103744 100694",0,"LINESTRING(1458555 1041546,1458549.726 1041928.946)",382,NA,NA
1730,NA,100696,100697,"100696 100697","100697 100696",0,"LINESTRING(1458542 1042327,1458542 1042600)",273,NA,NA
1731,NA,100696,103743,"100696 103743","103743 100696",0,"LINESTRING(1458542 1042327,1458042.042 1042329.12)",499,NA,NA
1732,NA,100696,103744,"100696 103744","103744 100696",0,"LINESTRING(1458542 1042327,1458549.726 1041928.946)",398,NA,NA
1733,NA,100696,103822,"100696 103822","103822 100696",0,"LINESTRING(1458542 1042327,1458788.635 1042323.147)",246,NA,NA
1734,NA,100698,101833,"100698 101833","101833 100698",0,"LINESTRING(1518359.519 998598.062,1517349 998601,1517304 998601,1515999.061 998605.25)",2360,NA,NA
1735,NA,100698,101834,"100698 101834","101834 100698",0,"LINESTRING(1518359.519 998598.062,1518489 998656,1518651 998794,1518801 998973,1518937 999134,1519073 999250,1519149 999374,1519214 999507,1519252 999571,1519343 999645,1519496 999688,1519682.579 999694.625)",1718,NA,NA
1736,NA,100701,100702,"100701 100702","100702 100701",0,"LINESTRING(1493801.854 1030493.685,1496723.622 1030466.07)",2921,NA,NA
1737,NA,100701,103920,"100701 103920","103920 100701",0,"LINESTRING(1493801.854 1030493.685,1491789 1030517,1491154 1030525,1489829.84 1030541.367)",3972,NA,NA
1738,NA,100702,100703,"100702 100703","100703 100702",0,"LINESTRING(1496723.622 1030466.07,1496706.905 1027012.455)",3453,NA,NA
1739,NA,100702,101777,"100702 101777","101777 100702",0,"LINESTRING(1496723.622 1030466.07,1503236.509 1030399.761)",6513,NA,NA
1740,NA,100702,103941,"100702 103941","103941 100702",0,"LINESTRING(1496723.622 1030466.07,1496734 1031517,1496725 1031725,1496739 1031899,1496605 1032325,1496536 1032558,1496475 1032754,1496482 1033284,1496482.531 1033286.706)",2830,NA,NA
1741,NA,100703,100704,"100703 100704","100704 100703",0,"LINESTRING(1496706.905 1027012.455,1496696 1026129,1496694 1025374,1496733 1025243,1496755 1025152,1496806.293 1024999.32)",2015,NA,NA
1742,NA,100705,100719,"100705 100719","100719 100705",0,"LINESTRING(1457564 1042327,1457564 1042578)",251,NA,NA
1743,NA,100705,103693,"100705 103693","103693 100705",0,"LINESTRING(1457564 1042327,1457570.196 1041749.764)",577,NA,NA
1744,NA,100705,103700,"100705 103700","103700 100705",0,"LINESTRING(1457564 1042327,1457098.349 1042329.12)",465,NA,NA
1745,NA,100705,103743,"100705 103743","103743 100705",0,"LINESTRING(1457564 1042327,1458042.042 1042329.12)",478,NA,NA
1746,NA,100706,100707,"100706 100707","100707 100706",0,"LINESTRING(1491063.7 1022966.938,1493264.374 1021592.076)",2594,NA,NA
1747,NA,100706,100717,"100706 100717","100717 100706",0,"LINESTRING(1491063.7 1022966.938,1491082.414 1025005.908)",2039,NA,NA
