From,To,NumMidPoints,Shape_Points
104371,104353,14,"1581198 1052966,1581146 1052932,1581089 1052894,1581028 1052850,1580961 1052801,1580890 1052748,1580813 1052690,1580732 1052627,1580646 1052559,1580555 1052487,1580459 1052409,1580358 1052326,1580252 1052239,1580142 1052147,"
104212,104354,14,"1570618 1043637,1570680 1043685,1570742 1043736,1570804 1043790,1570867 1043848,1570931 1043908,1570995 1043971,1571059 1044038,1571123 1044108,1571189 1044180,1571254 1044256,1571320 1044335,1571387 1044417,1571453 1044502,"
104354,104355,14,"1571575 1044667,1571633 1044744,1571695 1044823,1571759 1044901,1571827 1044981,1571898 1045062,1571972 1045143,1572049 1045225,1572130 1045308,1572214 1045392,1572301 1045477,1572391 1045562,1572484 1045648,1572581 1045735,"
104355,104356,1,"1576121 1048694,"
104346,104363,3,"1571971 1045646,1572149 1045834,1572278 1045951,"
104350,104366,8,"1578234 1050317,1579752 1051571,1580128 1051888,1580317 1052029,1580426 1052079,1580492 1052100,1580574 1052118,1580770 1052123,"
104367,104366,1,"1581284 1051269,"
104366,104367,1,"1581284 1051269,"
103516,104367,2,"1581283 1050529,1581283 1050530,"
104369,104368,2,"1580432 1053893,1580383 1053845,"
104368,104369,2,"1580383 1053845,1580432 1053893,"
104356,104370,27,"1580168 1052037,1580227 1052077,1580283 1052113,1580336 1052148,1580385 1052180,1580431 1052210,1580474 1052239,1580513 1052264,1580549 1052288,1580581 1052310,1580610 1052329,1580635 1052347,1580657 1052362,1580676 1052375,1580691 1052386,1580707 1052395,1580726 1052405,1580749 1052413,1580776 1052422,1580807 1052430,1580841 1052438,1580880 1052445,1580922 1052452,1580968 1052459,1581018 1052465,1581071 1052471,1581129 1052477,"
103543,104371,34,"1583129 1053609,1583076 1053605,1583024 1053600,1582974 1053596,1582925 1053591,1582876 1053585,1582827 1053578,1582777 1053571,1582727 1053563,1582675 1053554,1582623 1053544,1582570 1053533,1582516 1053521,1582462 1053509,1582407 1053495,1582350 1053480,1582294 1053465,1582236 1053449,1582178 1053432,1582119 1053414,1582057 1053391,1581996 1053368,1581935 1053344,1581875 1053319,1581815 1053293,1581756 1053267,1581697 1053239,1581639 1053211,1581581 1053183,1581524 1053153,1581467 1053123,1581411 1053092,1581355 1053060,1581299 1053028,"
104356,104372,14,"1580205 1052087,1580304 1052172,1580399 1052254,1580490 1052332,1580578 1052405,1580662 1052474,1580744 1052540,1580821 1052601,1580895 1052658,1580966 1052711,1581034 1052760,1581098 1052805,1581158 1052845,1581216 1052882,"
103543,104373,29,"1583053 1053607,1582922 1053598,1582799 1053589,1582684 1053580,1582575 1053572,1582475 1053563,1582381 1053555,1582295 1053546,1582216 1053538,1582145 1053530,1582081 1053521,1582025 1053513,1581975 1053505,1581933 1053496,1581899 1053488,1581868 1053480,1581836 1053470,1581802 1053459,1581769 1053448,1581733 1053435,1581698 1053422,1581661 1053407,1581623 1053392,1581585 1053375,1581545 1053357,1581505 1053339,1581464 1053319,1581422 1053298,1581378 1053277,"
103558,104380,5,"1539262 1061060,1539262 1061177,1539262 1061178,1539263 1061231,1539221 1061472,"
104382,104381,4,"1534042 1061071,1534088 1061230,1534169 1061511,1534267 1061740,"
104381,104382,4,"1534267 1061740,1534169 1061511,1534088 1061230,1534042 1061071,"
103565,104382,1,"1533972 1060825,"
103562,104385,3,"1570751 1059141,1570794 1061916,1570963 1061955,"
103568,104387,1,"1560391 1061842,"
103512,104393,2,"1581550 1064115,1581549 1062991,"
103926,104393,12,"1581328 1060814,1581331 1061073,1581331 1061074,1581332 1061178,1581335 1061458,1581335 1061609,1581328 1061806,1581364 1061838,1581402 1061856,1581462 1061863,1581566 1062116,1581561 1062443,"
104404,104394,1,"1586785 1059123,"
103534,104394,2,"1586757 1057593,1586759 1057735,"
103521,104395,3,"1586342 1024834,1586343 1024879,1586343 1024881,"
103517,104396,1,"1586547 1040662,"
104413,104397,1,"1586661 1049542,"
104401,104398,2,"1586705 1052385,1586704 1052363,"
104398,104401,2,"1586704 1052363,1586705 1052385,"
103529,104402,1,"1585921 1059173,"
104394,104404,1,"1586785 1059123,"
103845,104405,44,"1471509 1038771,1471596 1038728,1471678 1038685,1471755 1038645,1471828 1038605,1471894 1038568,1471956 1038531,1472013 1038496,1472064 1038463,1472111 1038431,1472152 1038401,1472188 1038371,1472219 1038344,1472245 1038318,1472266 1038293,1472284 1038268,1472302 1038241,1472319 1038211,1472336 1038178,1472353 1038143,1472369 1038105,1472385 1038066,1472401 1038023,1472416 1037978,1472431 1037931,1472445 1037882,1472460 1037830,1472474 1037775,1472487 1037718,1472500 1037658,1472513 1037594,1472524 1037523,1472535 1037445,1472544 1037361,1472553 1037269,1472560 1037171,1472567 1037066,1472573 1036954,1472578 1036835,1472582 1036709,1472585 1036577,1472587 1036438,1472588 1036291,1472588 1036138,"
104427,104411,2,"1589342 1056494,1589324 1056494,"
104397,104413,1,"1586661 1049542,"
104428,104427,1,"1590455 1056490,"
104434,104427,13,"1590750 1056926,1590695 1056887,1590634 1056849,1590565 1056817,1590492 1056790,1590393 1056763,1590094 1056696,1590036 1056679,1589988 1056656,1589947 1056629,1589913 1056594,1589888 1056558,1589874 1056528,"
104411,104427,2,"1589324 1056494,1589342 1056494,"
104427,104428,1,"1590455 1056490,"
104431,104428,14,"1590112 1056037,1590187 1056088,1590258 1056131,1590318 1056159,1590388 1056186,1590455 1056207,1590589 1056239,1590669 1056256,1590734 1056270,1590791 1056293,1590840 1056319,1590880 1056352,1590914 1056382,1590937 1056408,"
104429,104428,1,"1591460 1056496,"
104430,104429,1,"1591845 1056511,"
104428,104429,1,"1591460 1056496,"
104429,104430,1,"1591845 1056511,"
103542,104431,38,"1586689 1053648,1586775 1053666,1586858 1053685,1586941 1053705,1587022 1053727,1587101 1053749,1587179 1053773,1587256 1053797,1587331 1053823,1587405 1053850,1587478 1053878,1587549 1053908,1587618 1053938,1587687 1053970,1587754 1054003,1587820 1054037,1587885 1054073,1587951 1054111,1588016 1054151,1588081 1054192,1588146 1054235,1588210 1054280,1588274 1054327,1588338 1054375,1588402 1054426,1588465 1054478,1588529 1054531,1588591 1054586,1588654 1054644,1588717 1054703,1588782 1054766,1588855 1054837,1588934 1054914,1589020 1054998,1589112 1055090,1589211 1055188,1589317 1055294,1589429 1055407,"
104427,104432,9,"1589826 1056272,1589794 1056149,1589773 1056078,1589748 1056009,1589725 1055954,1589700 1055901,1589665 1055840,1589633 1055787,1589596 1055736,"
104434,104432,12,"1590322 1056418,1590205 1056302,1590092 1056189,1589981 1056078,1589873 1055970,1589769 1055865,1589667 1055763,1589569 1055664,1589473 1055567,1589380 1055474,1589290 1055383,1589204 1055295,"
104431,104433,6,"1589674 1055653,1589807 1055787,1589946 1055928,1590091 1056076,1590244 1056231,1590403 1056393,"
104428,104433,6,"1590954 1056622,1590956 1056724,1590963 1056795,1590978 1056863,1591008 1056929,1591042 1056978,"
100111,104438,1,"1531719 998459,"
101798,104441,3,"1514145 1005800,1513825 1005914,1512968 1006476,"
102524,104443,13,"1531695 994363,1531684 994299,1531657 994230,1531626 994167,1531586 994115,1531534 994069,1531473 994025,1531376 993964,1531319 993924,1531272 993874,1531239 993818,1531222 993750,1531218 993675,"
102527,104444,13,"1531814 992669,1531826 992737,1531845 992795,1531874 992855,1531906 992904,1531949 992954,1532005 992995,1532064 993021,1532134 993058,1532213 993118,1532253 993165,1532280 993220,1532290 993274,"
